level,regime,analytic_reach_mean,analytic_reach_std,analytic_aim_mean,rl_reach_mean,rl_reach_std,rl_aim_mean
0,in-dist,1.0649056724096368,0.0,0.1043807855725966,7.112809580785092,0.0,8.152122462674305
1,in-dist,1.0558041897678971,0.05623422193141421,0.10576810753203773,7.131694459998172,0.02353130776716978,8.387232441335136
2,in-dist,1.0518470829654993,0.06010406067554595,0.10674361549962874,7.828411682346288,0.09331921057909275,11.061155334993636
3,in-dist,1.0388624047550432,0.057847908260557045,0.10736354758789693,7.888908093354118,0.08206258281092156,11.322496614850708
4,in-dist,1.0302088026438472,0.089521877528118,0.1065546712754,7.661514849998447,0.22545679508618002,13.949572736950634
5,OOD,0.9919996444373755,0.1172875112137199,0.09949475963658715,6.927391310758642,0.5079625964516639,11.794543385600374
6,OOD,0.9797106890904835,0.15405874760750507,0.14416497840793582,5.302800050974775,0.8449361466029706,12.284894557472464
